"","x","y","date","day","latitude","longitude","month","distances","sumdistances"
"22",441882,1381975,2001-05-23 06:00:14,2001-05-23,16.9196573067349,3.95951587009999,"mayo",7.07106781186548,3313.76566677936
"23",441930,1381859,2001-05-23 06:30:18,2001-05-23,16.9186265122105,3.95995593650864,"mayo",125.538838611802,3439.30450539116
"24",441984,1381594,2001-05-23 07:00:21,2001-05-23,16.9162668981178,3.96046258870197,"mayo",270.445928052171,3709.75043344333
"25",441916,1380917,2001-05-23 07:30:21,2001-05-23,16.9102210424363,3.9599115370776,"mayo",680.406496147707,4390.15692959104
"26",442143,1379984,2001-05-23 08:00:21,2001-05-23,16.9019163177017,3.96202573268062,"mayo",960.217683653035,5350.37461324407
"27",441988,1379846,2001-05-23 08:30:43,2001-05-23,16.9006718166339,3.96064872523751,"mayo",207.530720617455,5557.90533386153
"28",441967,1379694,2001-05-23 09:01:08,2001-05-23,16.8993138687951,3.96047361116735,"mayo",153.443800787129,5711.34913464866
"29",441929,1379665,2001-05-23 09:30:21,2001-05-23,16.8990518795698,3.96013560398316,"mayo",47.8016736108685,5759.15080825953
"30",441924,1379635,2001-05-23 10:00:32,2001-05-23,16.8987837899534,3.96009337770087,"mayo",30.4138126514911,5789.56462091102
"31",441921,1379636,2001-05-23 10:30:25,2001-05-23,16.8987924555307,3.96006641042064,"mayo",3.16227766016838,5792.72689857119
"32",441919,1379636,2001-05-23 11:00:07,2001-05-23,16.8987922845345,3.96004848947834,"mayo",2,5794.72689857119
"33",441924,1379634,2001-05-23 11:30:17,2001-05-23,16.8987748678802,3.96009346356757,"mayo",5.3851648071345,5800.11206337832
"34",441929,1379621,2001-05-23 12:00:14,2001-05-23,16.8986593084004,3.96013938219638,"mayo",13.9283882771841,5814.0404516555
"35",441935,1379624,2001-05-23 12:30:21,2001-05-23,16.8986865876244,3.96019288743742,"mayo",6.70820393249937,5820.748655588
"36",441922,1379634,2001-05-23 13:00:36,2001-05-23,16.8987746968832,3.96007554262451,"mayo",16.4012194668567,5837.14987505486
"37",441937,1379641,2001-05-23 13:30:39,2001-05-23,16.8988384338967,3.96020934861046,"mayo",16.5529453572468,5853.70282041211
"38",441930,1379627,2001-05-23 14:00:25,2001-05-23,16.8987129263539,3.96014782746914,"mayo",15.6524758424985,5869.35529625461
"39",441931,1379626,2001-05-23 14:30:21,2001-05-23,16.8987040897778,3.96015687380931,"mayo",1.4142135623731,5870.76950981698
"40",441933,1379621,2001-05-23 15:00:21,2001-05-23,16.8986596503957,3.96017522409252,"mayo",5.3851648071345,5876.15467462411
"41",441865,1379681,2001-05-23 15:30:18,2001-05-23,16.8991891607662,3.95956076044404,"mayo",90.6862723900371,5966.84094701415
"42",441613,1379805,2001-05-23 16:00:21,2001-05-23,16.9002739538989,3.95729208252457,"mayo",280.855834904671,6247.69678191882
"43",441303,1379738,2001-05-23 16:30:43,2001-05-23,16.8996496992851,3.95452009196405,"mayo",317.157689485846,6564.85447140467
"44",441197,1379616,2001-05-23 17:00:54,2001-05-23,16.898552165737,3.95358074280295,"mayo",161.616830806695,6726.47130221136
"45",441180,1379544,2001-05-23 17:30:17,2001-05-23,16.8979083297265,3.95343458627298,"mayo",73.9797269527267,6800.45102916409
"46",441188,1379542,2001-05-23 18:00:21,2001-05-23,16.8978911684504,3.95350644163714,"mayo",8.24621125123532,6808.69724041532
"47",441230,1379432,2001-05-23 18:30:43,2001-05-23,16.8969133291388,3.95389221123642,"mayo",117.74548823628,6926.4427286516
"48",441520,1379021,2001-05-23 19:00:39,2001-05-23,16.8932710980486,3.95652600301462,"mayo",503.011928287988,7429.45465693959
"49",441742,1378992,2001-05-23 19:30:21,2001-05-23,16.8930313100993,3.95851774183644,"mayo",223.886131772381,7653.34078871197
"50",441973,1379090,2001-05-23 20:00:21,2001-05-23,16.8939254183111,3.96057922933493,"mayo",250.928276605089,7904.26906531706
"51",441961,1379142,2001-05-23 20:30:43,2001-05-23,16.8943883460849,3.96046723951214,"mayo",53.3666562565053,7957.63572157357
"52",441964,1379143,2001-05-23 21:00:18,2001-05-23,16.8943975246374,3.96049403538587,"mayo",3.16227766016838,7960.79799923374
"53",441959,1379138,2001-05-23 21:30:14,2001-05-23,16.8943524864744,3.96044966168474,"mayo",7.07106781186548,7967.8690670456
"54",441956,1379144,2001-05-23 22:00:25,2001-05-23,16.8944057631334,3.96042226502292,"mayo",6.70820393249937,7974.5772709781
"55",441936,1379140,2001-05-23 22:30:32,2001-05-23,16.8943683653147,3.96024339697462,"mayo",20.3960780543711,7994.97334903247
"56",441957,1379148,2001-05-23 23:00:25,2001-05-23,16.8944415372785,3.96043088228198,"mayo",22.4722050542442,8017.44555408672
"57",441959,1379143,2001-05-23 23:30:10,2001-05-23,16.8943970973385,3.96044923255063,"mayo",5.3851648071345,8022.83071889385
"58",441920,1379268,2001-05-24 00:00:18,2001-05-24,16.8955090341329,3.96008904226115,"mayo",130.942735575518,8153.77345446937
"59",441729,1379614,2001-05-24 00:30:10,2001-05-24,16.8985797582038,3.95834788810212,"mayo",395.217661548671,8548.99111601804
"60",441614,1379835,2001-05-24 01:00:32,2001-05-24,16.9005416995895,3.95729846824956,"mayo",249.130487897407,8798.12160391545
"61",441270,1380309,2001-05-24 01:30:32,2001-05-24,16.9047413069758,3.95417541891608,"mayo",585.672263300901,9383.79386721635
"62",441082,1380482,2001-05-24 02:00:46,2001-05-24,16.9062687280085,3.95247603550468,"mayo",255.485811739126,9639.27967895547
"63",441087,1380580,2001-05-24 02:30:25,2001-05-24,16.9071434934059,3.95251242981109,"mayo",98.1274681218261,9737.4071470773
"64",441095,1380574,2001-05-24 03:00:21,2001-05-24,16.9070906459385,3.95258462689725,"mayo",10,9747.4071470773
"65",441095,1380583,2001-05-24 03:30:14,2001-05-24,16.9071709422386,3.95258385474937,"mayo",9,9756.4071470773
"66",441098,1380581,2001-05-24 04:00:21,2001-05-24,16.9071533548966,3.95261090720846,"mayo",3.60555127546399,9760.01269835276
"67",441101,1380582,2001-05-24 04:30:39,2001-05-24,16.9071625329883,3.95263770228278,"mayo",3.16227766016838,9763.17497601293
"68",441098,1380580,2001-05-24 05:00:21,2001-05-24,16.9071444330856,3.95261099300344,"mayo",3.60555127546399,9766.7805272884
"69",441086,1380587,2001-05-24 05:30:46,2001-05-24,16.9072058606467,3.95250286897037,"mayo",13.8924439894498,9780.67297127785
"70",441094,1380584,2001-05-24 06:00:10,2001-05-24,16.9071797786225,3.95257480866526,"mayo",8.54400374531753,9789.21697502316
"71",441205,1380660,2001-05-24 06:30:10,2001-05-24,16.907867319906,3.95356287846573,"mayo",134.525090596513,9923.74206561968
"72",441319,1380864,2001-05-24 07:00:17,2001-05-24,16.9096971094861,3.95456683523123,"mayo",233.692105129805,10157.4341707495
"73",441422,1380925,2001-05-24 07:30:18,2001-05-24,16.9102501452322,3.95548450014955,"mayo",119.707978013163,10277.1421487626
"74",441423,1381137,2001-05-24 08:00:21,2001-05-24,16.9121416425156,3.95547524937666,"mayo",212.002358477447,10489.1445072401
"75",441555,1381313,2001-05-24 08:31:19,2001-05-24,16.9137231599466,3.95664286681879,"mayo",220,10709.1445072401
"76",441627,1381337,2001-05-24 09:00:46,2001-05-24,16.9139434437136,3.9572859340344,"mayo",75.8946638440411,10785.0391710841
"77",441645,1381298,2001-05-24 09:30:57,2001-05-24,16.9135970375405,3.95745056944298,"mayo",42.9534631898291,10827.992634274
"78",441650,1381303,2001-05-24 10:00:28,2001-05-24,16.9136420741583,3.95749494032952,"mayo",7.07106781186548,10835.0637020858
"79",441645,1381298,2001-05-24 10:30:28,2001-05-24,16.9135970375405,3.95745056944298,"mayo",7.07106781186548,10842.1347698977
"80",441650,1381318,2001-05-24 11:00:46,2001-05-24,16.9137758999635,3.95749365075515,"mayo",20.6155281280883,10862.7502980258
"81",441624,1381368,2001-05-24 11:30:07,2001-05-24,16.9142197599122,3.95725638852707,"mayo",56.3560112144215,10919.1063092402
"82",441629,1381341,2001-05-24 12:00:07,2001-05-24,16.9139793017671,3.95730351043443,"mayo",27.459060435492,10946.5653696757
"83",441625,1381342,2001-05-24 12:30:18,2001-05-24,16.9139878810738,3.95726758390608,"mayo",4.12310562561766,10950.6884753013
"84",441627,1381346,2001-05-24 13:00:28,2001-05-24,16.9140237391227,3.95728516030385,"mayo",4.47213595499958,10955.1606112563
"85",441627,1381345,2001-05-24 13:30:32,2001-05-24,16.9140148174114,3.95728524627429,"mayo",1,10956.1606112563
"86",441628,1381339,2001-05-24 14:00:54,2001-05-24,16.9139613727405,3.957294722235,"mayo",6.08276253029822,10962.2433737866
"87",441632,1381343,2001-05-24 14:30:28,2001-05-24,16.9139974019981,3.95733021891123,"mayo",5.65685424949238,10967.9002280361
"88",441642,1381335,2001-05-24 15:00:25,2001-05-24,16.9139268843204,3.95742050808569,"mayo",12.8062484748657,10980.706476511
"89",441641,1381335,2001-05-24 15:30:25,2001-05-24,16.9139267987169,3.9574115479449,"mayo",1,10981.706476511
"90",441640,1381337,2001-05-24 16:00:17,2001-05-24,16.9139445565423,3.95740241585995,"mayo",2.23606797749979,10983.9425444885
"91",441637,1381347,2001-05-24 16:30:21,2001-05-24,16.9140335168624,3.95737467571811,"mayo",10.4403065089106,10994.3828509974
"92",441644,1381345,2001-05-24 17:00:46,2001-05-24,16.9140162726683,3.95743756863486,"mayo",7.28010988928052,11001.6629608867
"93",441620,1381381,2001-05-24 17:30:10,2001-05-24,16.9143353996659,3.95721943035585,"mayo",43.2666153055679,11044.9295761922
"94",441689,1381086,2001-05-24 18:00:39,2001-05-24,16.911709393767,3.95786304117677,"mayo",302.962043827276,11347.8916200195
"95",441759,1380878,2001-05-24 18:31:19,2001-05-24,16.9098596521978,3.95850813448163,"mayo",219.462980933004,11567.3546009525
"96",442657,1380809,2001-05-24 19:30:46,2001-05-24,16.9093209734134,3.96656036164675,"mayo",900.646989669093,12468.0015906216
"97",443033,1380854,2001-05-24 20:00:18,2001-05-24,16.9097547175993,3.96992553264054,"mayo",378.68324494226,12846.6848355639
"98",443460,1380842,2001-05-24 20:31:08,2001-05-24,16.9096843210547,3.97375258562336,"mayo",427.168584987239,13273.8534205511
"99",443667,1380773,2001-05-24 21:00:25,2001-05-24,16.9090864904819,3.97561330909943,"mayo",218.197158551618,13492.0505791027
"100",443554,1380663,2001-05-24 21:30:10,2001-05-24,16.9080953581042,3.97461029322709,"mayo",157.699080529976,13649.7496596327
"101",443514,1380645,2001-05-24 22:00:46,2001-05-24,16.907931325275,3.97425343555553,"mayo",43.8634243989226,13693.6130840316
"102",443506,1380658,2001-05-24 22:30:46,2001-05-24,16.9080466243588,3.97418063187912,"mayo",15.2643375224737,13708.8774215541
"103",443505,1380650,2001-05-24 23:00:18,2001-05-24,16.9079751622681,3.97417236178555,"mayo",8.06225774829855,13716.9396793024
"104",443500,1380652,2001-05-24 23:30:14,2001-05-24,16.9079925768027,3.97412738790787,"mayo",5.3851648071345,13722.3248441095
"105",443498,1380653,2001-05-25 00:00:14,2001-05-25,16.9080013270218,3.97410938110374,"mayo",2.23606797749979,13724.560912087
"106",443474,1380595,2001-05-25 00:30:14,2001-05-25,16.9074817879084,3.97389933793129,"mayo",62.7694193059009,13787.3303313929
"107",443630,1380362,2001-05-25 01:01:44,2001-05-25,16.9054163472112,3.97531724436497,"mayo",280.401497856199,14067.7318292491
"108",443449,1380045,2001-05-25 01:30:07,2001-05-25,16.9025724948806,3.97372275688531,"mayo",365.03424496888,14432.766074218
"109",443450,1379778,2001-05-25 02:00:10,2001-05-25,16.9001903631775,3.97375473010206,"mayo",267.001872652609,14699.7679468706
"110",443475,1379390,2001-05-25 02:30:17,2001-05-25,16.896730683518,3.97401217274682,"mayo",388.804578162346,15088.572525033
"111",443468,1379398,2001-05-25 03:00:21,2001-05-25,16.8968014612017,3.97394875999596,"mayo",10.6301458127346,15099.2026708457
"112",443486,1379388,2001-05-25 03:30:21,2001-05-25,16.8967137825521,3.97411091068744,"mayo",20.591260281974,15119.7939311277
"113",443477,1379386,2001-05-25 04:00:46,2001-05-25,16.8966951660038,3.97403043835714,"mayo",9.21954445729289,15129.013475585
"114",443480,1379389,2001-05-25 04:30:10,2001-05-25,16.8967221901432,3.97405706145948,"mayo",4.24264068711928,15133.2561162721
"115",443481,1379388,2001-05-25 05:00:07,2001-05-25,16.8967133536543,3.97406610811966,"mayo",1.4142135623731,15134.6703298345
"116",443519,1379299,2001-05-25 05:30:32,2001-05-25,16.8959225304491,3.97441427497735,"mayo",96.7729300992793,15231.4432599337
"117",443831,1379275,2001-05-25 06:00:18,2001-05-25,16.8957351669942,3.97721202931889,"mayo",312.921715449727,15544.3649753835
"118",444137,1379596,2001-05-25 06:30:10,2001-05-25,16.8986255071105,3.97992625703484,"mayo",443.482806882071,15987.8477822655
"119",444687,1379868,2001-05-25 07:00:54,2001-05-25,16.9010996659502,3.98483101052493,"mayo",613.582920231651,16601.4307024972
"120",444976,1380054,2001-05-25 07:30:21,2001-05-25,16.9027840927199,3.98740448280473,"mayo",343.681538637152,16945.1122411343
"121",445058,1380049,2001-05-25 08:00:14,2001-05-25,16.9027465448956,3.98813966637961,"mayo",82.1522975941635,17027.2645387285
"122",445177,1379894,2001-05-25 08:30:28,2001-05-25,16.9013738392382,3.9892193640024,"mayo",195.412384459123,17222.6769231876
"123",445241,1379715,2001-05-25 09:00:43,2001-05-25,16.8997822524675,3.98980831889246,"mayo",190.097343484858,17412.7742666725
"124",445203,1379743,2001-05-25 09:30:21,2001-05-25,16.9000288049937,3.98946539963694,"mayo",47.2016948848238,17459.9759615573
"125",445188,1379713,2001-05-25 10:00:28,2001-05-25,16.8997598418894,3.98933358842102,"mayo",33.5410196624968,17493.5169812198
"126",445177,1379718,2001-05-25 10:30:43,2001-05-25,16.8998035061553,3.98923459099764,"mayo",12.0830459735946,17505.6000271934
"127",445177,1379728,2001-05-25 11:00:18,2001-05-25,16.8998927297878,3.98923372590649,"mayo",10,17515.6000271934
"128",445182,1379719,2001-05-25 11:30:07,2001-05-25,16.8998128592273,3.98927930670197,"mayo",10.295630140987,17525.8956573344
"129",445293,1379630,2001-05-25 12:00:10,2001-05-25,16.8990283300494,3.99028161671881,"mayo",142.274382796061,17668.1700401304
"130",445319,1379619,2001-05-25 12:30:35,2001-05-25,16.8989324237976,3.99051554046649,"mayo",28.2311884269862,17696.4012285574
"131",445309,1379619,2001-05-25 13:00:50,2001-05-25,16.8989315622142,3.99042593585068,"mayo",10,17706.4012285574
"132",445353,1379628,2001-05-25 13:30:18,2001-05-25,16.8990156549211,3.99081941735195,"mayo",44.9110231457712,17751.3122517032
"133",445429,1379512,2001-05-25 14:00:14,2001-05-25,16.8979872037902,3.99151045134062,"mayo",138.679486586878,17889.9917382901
"134",445419,1379516,2001-05-25 14:30:25,2001-05-25,16.8980220318017,3.99142050037498,"mayo",10.770329614269,17900.7620679043
"135",445321,1379575,2001-05-25 15:00:28,2001-05-25,16.8985400104515,3.99053726849754,"mayo",114.38968484964,18015.151752754
"136",445363,1379613,2001-05-25 15:30:39,2001-05-25,16.8988826805857,3.99091031998261,"mayo",56.6392090340252,18071.790961788
"137",445294,1379714,2001-05-25 16:00:54,2001-05-25,16.8997778964854,3.9902833089051,"mayo",122.319254412378,18194.1102162004
"138",445263,1379712,2001-05-25 16:30:36,2001-05-25,16.8997573807655,3.99000570821573,"mayo",31.0644491340181,18225.1746653344
"139",445280,1379675,2001-05-25 17:00:43,2001-05-25,16.8994287174517,3.99016123723333,"mayo",40.7185461430047,18265.8932114774
"140",445440,1379481,2001-05-25 17:31:11,2001-05-25,16.8977115562754,3.99161169934502,"mayo",251.467691761785,18517.3609032392
"141",445225,1379600,2001-05-25 18:00:21,2001-05-25,16.8987548002747,3.98967490070834,"mayo",245.73563030216,18763.0965335414
"142",445002,1380060,2001-05-25 18:30:43,2001-05-25,16.9028398659498,3.98763693359248,"mayo",511.203481991271,19274.3000155326
"143",445126,1379981,2001-05-25 19:00:14,2001-05-25,16.9021456869915,3.988754855959,"mayo",147.027208366343,19421.327223899
"144",445335,1379606,2001-05-25 19:30:50,2001-05-25,16.8988178111744,3.99066003273301,"mayo",429.308746708007,19850.635970607
"145",445572,1379493,2001-05-25 20:00:10,2001-05-25,16.8978300017514,3.99279344496379,"mayo",262.560469225662,20113.1964398326
"146",445554,1379312,2001-05-25 20:30:07,2001-05-25,16.8962134847088,3.99264782215186,"mayo",181.892825586937,20295.0892654196
"147",445161,1379571,2001-05-25 21:00:28,2001-05-25,16.8984905384985,3.9891039391948,"mayo",470.669735589617,20765.7590010092
"148",445142,1379558,2001-05-25 21:30:50,2001-05-25,16.8983729110977,3.98893481456885,"mayo",23.0217288664427,20788.7807298756
"149",445143,1379556,2001-05-25 22:00:07,2001-05-25,16.898355152432,3.98894394801634,"mayo",2.23606797749979,20791.0167978531
"150",445137,1379559,2001-05-25 22:30:10,2001-05-25,16.8983814028966,3.98888992571252,"mayo",6.70820393249937,20797.7250017856
"151",444994,1380057,2001-05-25 23:00:14,2001-05-25,16.9028124100003,3.98756551009409,"mayo",518.124502412306,21315.8495041979
"152",444839,1380322,2001-05-25 23:30:10,2001-05-25,16.9051634546954,3.98615373232922,"mayo",307.001628660175,21622.8511328581
"153",444805,1380415,2001-05-26 00:00:28,2001-05-26,16.9059902911009,3.98584103691595,"mayo",99.0201999594022,21721.8713328175
"154",444762,1380511,2001-05-26 00:30:50,2001-05-26,16.9068431167342,3.98544743978697,"mayo",105.190303735658,21827.0616365532
"155",444713,1380540,2001-05-26 01:02:05,2001-05-26,16.9070976390629,3.98500587722919,"mayo",56.938563381947,21884.0001999351
"156",444685,1380522,2001-05-26 01:30:57,2001-05-26,16.9069346286838,3.98475654608905,"mayo",33.2866339541865,21917.2868338893
"157",444828,1380337,2001-05-26 02:01:15,2001-05-26,16.9052963404295,3.98605387125744,"mayo",233.824720677691,22151.111554567
"158",444928,1380280,2001-05-26 02:30:36,2001-05-26,16.9047963877147,3.98695483501201,"mayo",115.104300527826,22266.2158550948
"159",444839,1380406,2001-05-26 03:00:32,2001-05-26,16.9059129200124,3.98614646597437,"mayo",154.262762843144,22420.478617938
"160",444934,1380301,2001-05-26 03:30:25,2001-05-26,16.9049842714118,3.98700678018606,"mayo",141.598022585063,22562.076640523
"161",444933,1380297,2001-05-26 04:00:14,2001-05-26,16.9049484963521,3.98699816592149,"mayo",4.12310562561766,22566.1997461486
"162",444944,1380295,2001-05-26 04:30:14,2001-05-26,16.9049315995363,3.98709690259703,"mayo",11.1803398874989,22577.3800860361
"163",444932,1380317,2001-05-26 05:00:14,2001-05-26,16.9051268547257,3.98698747525185,"mayo",25.0599281722833,22602.4400142084
"164",444798,1380450,2001-05-26 05:30:21,2001-05-26,16.9063019647758,3.98577528716159,"mayo",188.798834742167,22791.2388489506
"165",444599,1380577,2001-05-26 06:01:19,2001-05-26,16.9074179410801,3.98398120518762,"mayo",236.072022908264,23027.3108718589
"166",444505,1380689,2001-05-26 06:31:12,2001-05-26,16.9084091253049,3.98312925504494,"mayo",146.219013811474,23173.5298856703
"167",444251,1380762,2001-05-26 07:00:25,2001-05-26,16.9090385735641,3.98084704095361,"mayo",264.282046306593,23437.8119319769
"168",443804,1380731,2001-05-26 07:30:14,2001-05-26,16.9087235415781,3.97684448857297,"mayo",448.073654659588,23885.8855866365
"169",443719,1380824,2001-05-26 08:00:46,2001-05-26,16.9095459827316,3.9760748390428,"mayo",125.992063242095,24011.8776498786
"170",443338,1380969,2001-05-26 08:30:54,2001-05-26,16.9108069299369,3.97264848214442,"mayo",407.659171367455,24419.5368212461
"171",443304,1380880,2001-05-26 09:01:15,2001-05-26,16.9100099557444,3.97235151210398,"mayo",95.2732911156112,24514.8101123617
"172",443393,1380768,2001-05-26 09:31:01,2001-05-26,16.9090183386049,3.97315863373284,"mayo",143.055933117085,24657.8660454788
"173",443513,1380713,2001-05-26 10:00:21,2001-05-26,16.9085379366792,3.97423860855531,"mayo",132.003787824441,24789.8698333032
"174",443805,1380909,2001-05-26 10:30:25,2001-05-26,16.9103117469821,3.97683807926635,"mayo",351.681674245332,25141.5515075485
"175",443958,1380905,2001-05-26 11:00:21,2001-05-26,16.9102892170568,3.97820933776526,"mayo",153.05227865014,25294.6037861987
"176",444255,1380777,2001-05-26 11:30:28,2001-05-26,16.909172748878,3.98088158549182,"mayo",323.408410527618,25618.0121967263
"177",444517,1380603,2001-05-26 12:00:25,2001-05-26,16.9076428561685,3.98324421438442,"mayo",314.515500412937,25932.5276971392
"178",444512,1380490,2001-05-26 12:30:43,2001-05-26,16.9066342239198,3.98320918275136,"mayo",113.110565377422,26045.6382625167
"179",444643,1380458,2001-05-26 13:00:25,2001-05-26,16.9063599933341,3.98438574858439,"mayo",134.851770474102,26180.4900329908
"180",444610,1380466,2001-05-26 13:30:21,2001-05-26,16.9064285292343,3.98408936691328,"mayo",33.9558536926993,26214.4458866835
"181",444611,1380455,2001-05-26 14:00:35,2001-05-26,16.9063304715127,3.98409927837061,"mayo",11.0453610171873,26225.4912477006
"182",444722,1380339,2001-05-26 14:30:46,2001-05-26,16.9053050559787,3.98510390399315,"mayo",160.552172205797,26386.0434199064
"183",444758,1380209,2001-05-26 15:00:43,2001-05-26,16.9041482680181,3.98543771801739,"mayo",134.892549831338,26520.9359697378
"184",444589,1380257,2001-05-26 15:31:08,2001-05-26,16.9045619849115,3.98391926977281,"mayo",175.684376083931,26696.6203458217
"185",444539,1380285,2001-05-26 16:00:46,2001-05-26,16.9048075027723,3.98346883253796,"mayo",57.3061951275776,26753.9265409493
"186",444549,1380285,2001-05-26 16:30:39,2001-05-26,16.9048083634847,3.98355843588464,"mayo",10,26763.9265409493
"187",444535,1380312,2001-05-26 17:00:14,2001-05-26,16.9050480576269,3.98343065735427,"mayo",30.4138126514911,26794.3403536008
"188",444501,1380755,2001-05-26 17:31:04,2001-05-26,16.9089976397803,3.98308770684693,"mayo",444.302824659038,27238.6431782598
"189",444465,1380859,2001-05-26 18:00:53,2001-05-26,16.9099224368057,3.98275614485899,"mayo",110.054531937581,27348.6977101974
"190",444248,1380807,2001-05-26 18:30:28,2001-05-26,16.9094398084527,3.98081627092474,"mayo",223.143451618012,27571.8411618154
"191",444091,1380746,2001-05-26 19:00:25,2001-05-26,16.9088820536474,3.97941478439455,"mayo",168.433963320941,27740.2751251363
"192",444447,1380803,2001-05-26 19:30:46,2001-05-26,16.9094212504942,3.98259970328549,"mayo",360.53432568897,28100.8094508253
"193",444693,1380619,2001-05-26 20:01:19,2001-05-26,16.9078007664053,3.9848198383395,"mayo",307.200260416556,28408.0097112419
"194",444815,1380454,2001-05-26 20:31:11,2001-05-26,16.9063391178701,3.98592726625516,"mayo",205.204775772885,28613.2144870148
"195",444842,1380498,2001-05-26 21:00:39,2001-05-26,16.9067340198461,3.98616538769138,"mayo",51.6236379965612,28664.8381250113
"196",444841,1380491,2001-05-26 21:30:07,2001-05-26,16.9066714784306,3.98615703301861,"mayo",7.07106781186548,28671.9091928232
"197",444839,1380487,2001-05-26 22:00:17,2001-05-26,16.9066356174065,3.98613945849637,"mayo",4.47213595499958,28676.3813287782
"198",444826,1380523,2001-05-26 22:30:21,2001-05-26,16.9069556958862,3.98601986012845,"mayo",38.2753184180093,28714.6566471962
"199",444780,1380530,2001-05-26 23:00:46,2001-05-26,16.9070141884294,3.98560708135743,"mayo",46.5295604965274,28761.1862076927
"200",444718,1380555,2001-05-26 23:30:25,2001-05-26,16.9072319020903,3.98504938117939,"mayo",66.8505796534331,28828.0367873462
"201",444820,1380376,2001-05-27 00:00:32,2001-05-27,16.90564361741,3.98597881517738,"mayo",206.021843502091,29034.0586308482
"202",444979,1380050,2001-05-27 00:30:10,2001-05-27,16.9027486620005,3.98743170994627,"mayo",362.707871433748,29396.766502282
"203",445201,1380067,2001-05-27 01:00:46,2001-05-27,16.9029194676254,3.98941944267688,"mayo",222.64994947226,29619.4164517543
"204",445231,1380191,2001-05-27 01:32:20,2001-05-27,16.9040284169333,3.98967752068555,"mayo",127.577427470536,29746.9938792248
"205",445172,1380308,2001-05-27 02:00:25,2001-05-27,16.9050672361127,3.98913873268818,"mayo",131.034346642398,29878.0282258672
"206",444987,1380431,2001-05-27 02:30:32,2001-05-27,16.9061487261477,3.98747042834721,"mayo",222.157601715539,30100.1858275827
"207",444807,1380418,2001-05-27 03:00:18,2001-05-27,16.9060172299489,3.98585869802365,"mayo",180.468833874439,30280.6546614572
"208",444719,1380597,2001-05-27 03:30:10,2001-05-27,16.9076067186642,3.98505470841942,"mayo",199.461775786741,30480.1164372439
"209",444856,1380608,2001-05-27 04:00:39,2001-05-27,16.9077166647552,3.98628131397119,"mayo",137.440896388229,30617.5573336321
"210",444827,1380611,2001-05-27 04:30:43,2001-05-27,16.9077409325897,3.9860212065502,"mayo",29.1547594742265,30646.7120931064
"211",444826,1380613,2001-05-27 05:00:10,2001-05-27,16.9077586907455,3.98601207322963,"mayo",2.23606797749979,30648.9481610839
